// Generated by tools/generate_rune_tablet_data.py; edit catalog.json then regenerate.
// All probabilities use denominator 100000. Getters clear their output arrays.

function	script	PN_RT_ListSets	{
	deletearray @RT_SetIds[0],getarraysize(@RT_SetIds);
	return 1;
	case 1260039:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],350,300,1;
	@RT_CostCount = 3;
	return 1;
	case 1260040:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],150,100,1;
	@RT_CostCount = 3;
	return 1;
	case 1260041:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],300,250,1;
	@RT_CostCount = 3;
	return 1;
	case 1260042:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],150,100,1;
	@RT_CostCount = 3;
	return 1;
	case 1260043:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],200,100,1;
	@RT_CostCount = 3;
	return 1;
	case 1260037:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],100,100,1;
	@RT_CostCount = 3;
	return 1;
	case 1260038:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],350,250,1;
	@RT_CostCount = 3;
	return 1;
	case 1260044:
	setarray @RT_CostIds[0],1001217,1001282,1001283;
	setarray @RT_CostAmounts[0],200,100,1;
	@RT_CostCount = 3;
	return 1;
	case 1260053:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260054:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260055:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],250,1,750;
	@RT_CostCount = 3;
	return 1;
	case 1260056:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],250,1,750;
	@RT_CostCount = 3;
	return 1;
	case 1260057:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],300,1,850;
	@RT_CostCount = 3;
	return 1;
	case 1260048:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,250;
	@RT_CostCount = 3;
	return 1;
	case 1260049:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260050:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260051:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260052:
	setarray @RT_CostIds[0],1001282,1001283,1001618;
	setarray @RT_CostAmounts[0],150,1,450;
	@RT_CostCount = 3;
	return 1;
	case 1260047:
	setarray @RT_CostIds[0],1001282,1001283,1001972,1001996,1002007,1002008,1002009,1002010;
	setarray @RT_CostAmounts[0],250,1,1000,1000,30,30,30,30;
	@RT_CostCount = 8;
	return 1;
	case 1260045:
	setarray @RT_CostIds[0],1001282,1001283,1001972,1001996;
	setarray @RT_CostAmounts[0],150,1,100,100;
	@RT_CostCount = 4;
	return 1;
	case 1260046:
	setarray @RT_CostIds[0],1001282,1001283,1001972,1001996,1002007,1002008,1002009,1002010;
	setarray @RT_CostAmounts[0],150,1,100,100,15,15,15,15;
	@RT_CostCount = 8;
	return 1;
	case 1260035:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],1;
	@RT_CostCount = 1;
	return 1;
	case 1260036:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],1;
	@RT_CostCount = 1;
	return 1;
	case 1260013:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],21;
	@RT_CostCount = 1;
	return 1;
	case 1260034:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],22;
	@RT_CostCount = 1;
	return 1;
	}
	return 0;
	}
	if (getarg(0) == "print") {
	switch (getarg(1)) {
	case 1862:
	setarray @RT_CostIds[0],1862,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 13493:
	setarray @RT_CostIds[0],13493,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 16088:
	setarray @RT_CostIds[0],16088,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 16089:
	setarray @RT_CostIds[0],16089,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 18178:
	setarray @RT_CostIds[0],18178,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 18179:
	setarray @RT_CostIds[0],18179,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 18180:
	setarray @RT_CostIds[0],18180,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 21047:
	setarray @RT_CostIds[0],21047,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 26151:
	setarray @RT_CostIds[0],26151,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 26164:
	setarray @RT_CostIds[0],26164,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 28038:
	setarray @RT_CostIds[0],28038,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 28136:
	setarray @RT_CostIds[0],28136,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 28253:
	setarray @RT_CostIds[0],28253,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 28755:
	setarray @RT_CostIds[0],28755,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 28629:
	setarray @RT_CostIds[0],28629,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 32019:
	setarray @RT_CostIds[0],32019,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450127:
	setarray @RT_CostIds[0],450127,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450128:
	setarray @RT_CostIds[0],450128,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480020:
	setarray @RT_CostIds[0],480020,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480021:
	setarray @RT_CostIds[0],480021,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470022:
	setarray @RT_CostIds[0],470022,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470023:
	setarray @RT_CostIds[0],470023,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490024:
	setarray @RT_CostIds[0],490024,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490025:
	setarray @RT_CostIds[0],490025,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490026:
	setarray @RT_CostIds[0],490026,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490027:
	setarray @RT_CostIds[0],490027,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500007:
	setarray @RT_CostIds[0],500007,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500008:
	setarray @RT_CostIds[0],500008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 510008:
	setarray @RT_CostIds[0],510008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 510009:
	setarray @RT_CostIds[0],510009,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 520002:
	setarray @RT_CostIds[0],520002,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 530002:
	setarray @RT_CostIds[0],530002,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540004:
	setarray @RT_CostIds[0],540004,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540005:
	setarray @RT_CostIds[0],540005,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550008:
	setarray @RT_CostIds[0],550008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550009:
	setarray @RT_CostIds[0],550009,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 560004:
	setarray @RT_CostIds[0],560004,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 570005:
	setarray @RT_CostIds[0],570005,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 580005:
	setarray @RT_CostIds[0],580005,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 590006:
	setarray @RT_CostIds[0],590006,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 600008:
	setarray @RT_CostIds[0],600008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 610006:
	setarray @RT_CostIds[0],610006,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 630003:
	setarray @RT_CostIds[0],630003,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 640005:
	setarray @RT_CostIds[0],640005,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 650003:
	setarray @RT_CostIds[0],650003,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700007:
	setarray @RT_CostIds[0],700007,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700008:
	setarray @RT_CostIds[0],700008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700009:
	setarray @RT_CostIds[0],700009,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 810000:
	setarray @RT_CostIds[0],810000,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 820000:
	setarray @RT_CostIds[0],820000,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 830001:
	setarray @RT_CostIds[0],830001,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 840000:
	setarray @RT_CostIds[0],840000,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700032:
	setarray @RT_CostIds[0],700032,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 600017:
	setarray @RT_CostIds[0],600017,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 630012:
	setarray @RT_CostIds[0],630012,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500025:
	setarray @RT_CostIds[0],500025,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 530013:
	setarray @RT_CostIds[0],530013,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 520008:
	setarray @RT_CostIds[0],520008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 590021:
	setarray @RT_CostIds[0],590021,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500026:
	setarray @RT_CostIds[0],500026,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 590022:
	setarray @RT_CostIds[0],590022,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 610020:
	setarray @RT_CostIds[0],610020,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 610021:
	setarray @RT_CostIds[0],610021,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 510032:
	setarray @RT_CostIds[0],510032,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700030:
	setarray @RT_CostIds[0],700030,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 640019:
	setarray @RT_CostIds[0],640019,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 640020:
	setarray @RT_CostIds[0],640020,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540019:
	setarray @RT_CostIds[0],540019,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540020:
	setarray @RT_CostIds[0],540020,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540021:
	setarray @RT_CostIds[0],540021,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550024:
	setarray @RT_CostIds[0],550024,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 560018:
	setarray @RT_CostIds[0],560018,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 560019:
	setarray @RT_CostIds[0],560019,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700031:
	setarray @RT_CostIds[0],700031,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 570017:
	setarray @RT_CostIds[0],570017,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 580017:
	setarray @RT_CostIds[0],580017,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 570018:
	setarray @RT_CostIds[0],570018,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 580018:
	setarray @RT_CostIds[0],580018,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 650008:
	setarray @RT_CostIds[0],650008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 650009:
	setarray @RT_CostIds[0],650009,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 800003:
	setarray @RT_CostIds[0],800003,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 820002:
	setarray @RT_CostIds[0],820002,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 810002:
	setarray @RT_CostIds[0],810002,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 830003:
	setarray @RT_CostIds[0],830003,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 840002:
	setarray @RT_CostIds[0],840002,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540022:
	setarray @RT_CostIds[0],540022,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540023:
	setarray @RT_CostIds[0],540023,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550025:
	setarray @RT_CostIds[0],550025,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550026:
	setarray @RT_CostIds[0],550026,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550027:
	setarray @RT_CostIds[0],550027,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550028:
	setarray @RT_CostIds[0],550028,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450177:
	setarray @RT_CostIds[0],450177,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450178:
	setarray @RT_CostIds[0],450178,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480090:
	setarray @RT_CostIds[0],480090,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480091:
	setarray @RT_CostIds[0],480091,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470087:
	setarray @RT_CostIds[0],470087,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470088:
	setarray @RT_CostIds[0],470088,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490106:
	setarray @RT_CostIds[0],490106,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490107:
	setarray @RT_CostIds[0],490107,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490108:
	setarray @RT_CostIds[0],490108,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490109:
	setarray @RT_CostIds[0],490109,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450206:
	setarray @RT_CostIds[0],450206,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480159:
	setarray @RT_CostIds[0],480159,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470115:
	setarray @RT_CostIds[0],470115,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490176:
	setarray @RT_CostIds[0],490176,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490178:
	setarray @RT_CostIds[0],490178,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 450207:
	setarray @RT_CostIds[0],450207,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 480160:
	setarray @RT_CostIds[0],480160,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 470116:
	setarray @RT_CostIds[0],470116,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 490177:
	setarray @RT_CostIds[0],490177,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 600027:
	setarray @RT_CostIds[0],600027,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 630018:
	setarray @RT_CostIds[0],630018,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500049:
	setarray @RT_CostIds[0],500049,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 500050:
	setarray @RT_CostIds[0],500050,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 530025:
	setarray @RT_CostIds[0],530025,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 620017:
	setarray @RT_CostIds[0],620017,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 520017:
	setarray @RT_CostIds[0],520017,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 590038:
	setarray @RT_CostIds[0],590038,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 590039:
	setarray @RT_CostIds[0],590039,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 510061:
	setarray @RT_CostIds[0],510061,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 510062:
	setarray @RT_CostIds[0],510062,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 560032:
	setarray @RT_CostIds[0],560032,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 610037:
	setarray @RT_CostIds[0],610037,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 700052:
	setarray @RT_CostIds[0],700052,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 570029:
	setarray @RT_CostIds[0],570029,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 580030:
	setarray @RT_CostIds[0],580030,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 650025:
	setarray @RT_CostIds[0],650025,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 540049:
	setarray @RT_CostIds[0],540049,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550069:
	setarray @RT_CostIds[0],550069,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 640033:
	setarray @RT_CostIds[0],640033,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 550070:
	setarray @RT_CostIds[0],550070,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 800014:
	setarray @RT_CostIds[0],800014,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 810010:
	setarray @RT_CostIds[0],810010,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 820008:
	setarray @RT_CostIds[0],820008,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 830013:
	setarray @RT_CostIds[0],830013,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	case 840009:
	setarray @RT_CostIds[0],840009,1001282;
	setarray @RT_CostAmounts[0],1,10;
	@RT_CostCount = 2;
	return 1;
	}
	return 0;
	}
	if (getarg(0) == "shop") {
	switch (getarg(1)) {
	case 102767:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],150;
	@RT_CostCount = 1;
	return 1;
	case 1001283:
	setarray @RT_CostIds[0],1001282;
	setarray @RT_CostAmounts[0],1500;
	@RT_CostCount = 1;
	return 1;
	case 1001592:
	setarray @RT_CostIds[0],1001593;
	setarray @RT_CostAmounts[0],70;
	@RT_CostCount = 1;
	return 1;
	case 1001595:
	setarray @RT_CostIds[0],1001282,1001594;
	setarray @RT_CostAmounts[0],150,3;
	@RT_CostCount = 2;
	return 1;
	}
	return 0;
	}
	if (getarg(0) == "upgrade") {
	switch (getarg(1)) {
	case 1260008:
	switch (getarg(2,0)) {
	case 1:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],10,1,25;
	@RT_CostCount = 3;
	return 1;
	case 2:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],11,1,28;
	@RT_CostCount = 3;
	return 1;
	case 3:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],12,1,31;
	@RT_CostCount = 3;
	return 1;
	case 4:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],13,1,34;
	@RT_CostCount = 3;
	return 1;
	case 5:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],14,1,37;
	@RT_CostCount = 3;
	return 1;
	case 6:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],15,1,40;
	@RT_CostCount = 3;
	return 1;
	case 7:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],17,2,44,1;
	@RT_CostCount = 4;
	return 1;
	case 8:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],19,2,48,1;
	@RT_CostCount = 4;
	return 1;
	case 9:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],21,2,52,1;
	@RT_CostCount = 4;
	return 1;
	case 10:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],23,2,56,1;
	@RT_CostCount = 4;
	return 1;
	case 11:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],25,2,60,1;
	@RT_CostCount = 4;
	return 1;
	case 12:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],28,3,65,2;
	@RT_CostCount = 4;
	return 1;
	case 13:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],31,3,70,2;
	@RT_CostCount = 4;
	return 1;
	case 14:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],34,3,75,2;
	@RT_CostCount = 4;
	return 1;
	case 15:
	setarray @RT_CostIds[0],1000103,1000104,1001282,1001283;
	setarray @RT_CostAmounts[0],35,3,75,3;
	@RT_CostCount = 4;
	return 1;
	}
	return 0;
	case 1260009:
	switch (getarg(2,0)) {
	case 1:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],10,1,25;
	@RT_CostCount = 3;
	return 1;
	case 2:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],11,1,28;
	@RT_CostCount = 3;
	return 1;
	case 3:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],12,1,31;
	@RT_CostCount = 3;
	return 1;
	case 4:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],13,1,34;
	@RT_CostCount = 3;
	return 1;
	case 5:
	setarray @RT_CostIds[0],1000103,1000104,1001282;
	setarray @RT_CostAmounts[0],14,1,37;
	@RT_CostCount = 3;
	return 1;
